ISO3,Area,AREA_CONT,Element,Year,Unit,Value,TOTAL,CONS_AGUA_LITROS_DIA,EQUIVALENCIA L/M3,LITROS_TOTAL_POBLACION,M3,M3_YEAR,COBERTURA DE AGUA,BASE,POBLACION_CON_AGUA
AGO,Angola,Sub-Saharan Africa,Total Population,2019,1000,31825.295,31825295,47,1000,1495788865,1495788.865,545962935.7,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2020,1000,32866.272,32866272,47,1000,1544714784,1544714.784,563820896.2,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2021,1000,33933.61,33933610,47,1000,1594879670,1594879.67,582131079.6,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2022,1000,35027.343,35027343,47,1000,1646285121,1646285.121,600894069.2,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2023,1000,36148.631,36148631,47,1000,1698985657,1698985.657,620129764.8,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2024,1000,37298.623,37298623,47,1000,1753035281,1753035.281,639857877.6,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2025,1000,38478.226,38478226,47,1000,1808476622,1808476.622,660093967,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2026,1000,39688.095,39688095,47,1000,1865340465,1865340.465,680849269.7,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2027,1000,40928.613,40928613,47,1000,1923644811,1923644.811,702130356,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2028,1000,42199.941,42199941,47,1000,1983397227,1983397.227,723939987.9,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2029,1000,43502.001,43502001,47,1000,2044594047,2044594.047,746276827.2,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2030,1000,44834.712,44834712,47,1000,2107231464,2107231.464,769139484.4,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2031,1000,46198.249,46198249,47,1000,2171317703,2171317.703,792530961.6,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2032,1000,47592.559,47592559,47,1000,2236850273,2236850.273,816450349.6,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2033,1000,49016.969,49016969,47,1000,2303797543,2303797.543,840886103.2,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2034,1000,50470.545,50470545,47,1000,2372115615,2372115.615,865822199.5,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2035,1000,51952.545,51952545,47,1000,2441769615,2441769.615,891245909.5,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2036,1000,53462.489,53462489,47,1000,2512736983,2512736.983,917148998.8,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2037,1000,55000.289,55000289,47,1000,2585013583,2585013.583,943529957.8,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2038,1000,56566.032,56566032,47,1000,2658603504,2658603.504,970390279,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2039,1000,58159.985,58159985,47,1000,2733519295,2733519.295,997734542.7,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2040,1000,59782.17,59782170,47,1000,2809761990,2809761.99,1025563126,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2041,1000,61432.438,61432438,47,1000,2887324586,2887324.586,1053873474,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2042,1000,63110.177,63110177,47,1000,2966178319,2966178.319,1082655086,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2043,1000,64814.413,64814413,47,1000,3046277411,3046277.411,1111891255,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2044,1000,66543.948,66543948,47,1000,3127565556,3127565.556,1141561428,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2045,1000,68297.8,68297800,47,1000,3209996600,3209996.6,1171648759,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2046,1000,70075.413,70075413,47,1000,3293544411,3293544.411,1202143710,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2047,1000,71876.608,71876608,47,1000,3378200576,3378200.576,1233043210,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2048,1000,73701.2,73701200,47,1000,3463956400,3463956.4,1264344086,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2049,1000,75549.147,75549147,47,1000,3550809909,3550809.909,1296045617,0.3,31825295,9547589
AGO,Angola,Sub-Saharan Africa,Total Population,2050,1000,77420.346,77420346,47,1000,3638756262,3638756.262,1328146036,0.3,31825295,9547589
BEN,Benin,Sub-Saharan Africa,Total Population,2019,1000,11801.151,11801151,47,1000,554654097,554654.097,202448745.4,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2020,1000,12123.2,12123200,47,1000,569790400,569790.4,207973496,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2021,1000,12451.04,12451040,47,1000,585198880,585198.88,213597591.2,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2022,1000,12784.726,12784726,47,1000,600882122,600882.122,219321974.5,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2023,1000,13124.356,13124356,47,1000,616844732,616844.732,225148327.2,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2024,1000,13470.096,13470096,47,1000,633094512,633094.512,231079496.9,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2025,1000,13822.071,13822071,47,1000,649637337,649637.337,237117628,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2026,1000,14180.223,14180223,47,1000,666470481,666470.481,243261725.6,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2027,1000,14544.42,14544420,47,1000,683587740,683587.74,249509525.1,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2028,1000,14914.57,14914570,47,1000,700984790,700984.79,255859448.4,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2029,1000,15290.578,15290578,47,1000,718657166,718657.166,262309865.6,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2030,1000,15672.304,15672304,47,1000,736598288,736598.288,268858375.1,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2031,1000,16059.665,16059665,47,1000,754804255,754804.255,275503553.1,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2032,1000,16452.528,16452528,47,1000,773268816,773268.816,282243117.8,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2033,1000,16850.765,16850765,47,1000,791985955,791985.955,289074873.6,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2034,1000,17254.212,17254212,47,1000,810947964,810947.964,295996006.9,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2035,1000,17662.7,17662700,47,1000,830146900,830146.9,303003618.5,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2036,1000,18076.113,18076113,47,1000,849577311,849577.311,310095718.5,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2037,1000,18494.286,18494286,47,1000,869231442,869231.442,317269476.3,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2038,1000,18916.993,18916993,47,1000,889098671,889098.671,324521014.9,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2039,1000,19343.976,19343976,47,1000,909166872,909166.872,331845908.3,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2040,1000,19775.013,19775013,47,1000,929425611,929425.611,339240348,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2041,1000,20209.93,20209930,47,1000,949866710,949866.71,346701349.2,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2042,1000,20648.611,20648611,47,1000,970484717,970484.717,354226921.7,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2043,1000,21090.942,21090942,47,1000,991274274,991274.274,361815110,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2044,1000,21536.844,21536844,47,1000,1012231668,1012231.668,369464558.8,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2045,1000,21986.225,21986225,47,1000,1033352575,1033352.575,377173689.9,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2046,1000,22438.947,22438947,47,1000,1054630509,1054630.509,384940135.8,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2047,1000,22894.881,22894881,47,1000,1076059407,1076059.407,392761683.6,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2048,1000,23353.874,23353874,47,1000,1097632078,1097632.078,400635708.5,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2049,1000,23815.786,23815786,47,1000,1119341942,1119341.942,408559808.8,0.3,11801151,3540345
BEN,Benin,Sub-Saharan Africa,Total Population,2050,1000,24280.477,24280477,47,1000,1141182419,1141182.419,416531582.9,0.3,11801151,3540345
BWA,Botswana,Sub-Saharan Africa,Total Population,2019,1000,2303.697,2303697,47,1000,108273759,108273.759,39519922.04,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2020,1000,2351.627,2351627,47,1000,110526469,110526.469,40342161.19,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2021,1000,2397.241,2397241,47,1000,112670327,112670.327,41124669.36,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2022,1000,2441.162,2441162,47,1000,114734614,114734.614,41878134.11,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2023,1000,2483.754,2483754,47,1000,116736438,116736.438,42608799.87,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2024,1000,2525.764,2525764,47,1000,118710908,118710.908,43329481.42,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2025,1000,2567.774,2567774,47,1000,120685378,120685.378,44050162.97,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2026,1000,2609.707,2609707,47,1000,122656229,122656.229,44769523.59,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2027,1000,2651.298,2651298,47,1000,124611006,124611.006,45483017.19,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2028,1000,2692.572,2692572,47,1000,126550884,126550.884,46191072.66,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2029,1000,2733.573,2733573,47,1000,128477931,128477.931,46894444.82,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2030,1000,2774.34,2774340,47,1000,130393980,130393.98,47593802.7,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2031,1000,2814.889,2814889,47,1000,132299783,132299.783,48289420.8,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2032,1000,2855.193,2855193,47,1000,134194071,134194.071,48980835.92,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2033,1000,2895.28,2895280,47,1000,136078160,136078.16,49668528.4,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2034,1000,2935.129,2935129,47,1000,137951063,137951.063,50352138,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2035,1000,2974.718,2974718,47,1000,139811746,139811.746,51031287.29,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2036,1000,3014.042,3014042,47,1000,141659974,141659.974,51705890.51,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2037,1000,3053.081,3053081,47,1000,143494807,143494.807,52375604.56,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2038,1000,3091.762,3091762,47,1000,145312814,145312.814,53039177.11,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2039,1000,3130.021,3130021,47,1000,147110987,147110.987,53695510.26,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2040,1000,3167.786,3167786,47,1000,148885942,148885.942,54343368.83,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2041,1000,3205.034,3205034,47,1000,150636598,150636.598,54982358.27,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2042,1000,3241.723,3241723,47,1000,152360981,152360.981,55611758.07,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2043,1000,3277.809,3277809,47,1000,154057023,154057.023,56230813.4,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2044,1000,3313.226,3313226,47,1000,155721622,155721.622,56838392.03,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2045,1000,3347.926,3347926,47,1000,157352522,157352.522,57433670.53,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2046,1000,3381.861,3381861,47,1000,158947467,158947.467,58015825.46,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2047,1000,3415.023,3415023,47,1000,160506081,160506.081,58584719.57,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2048,1000,3447.403,3447403,47,1000,162027941,162027.941,59140198.47,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2049,1000,3479,3479000,47,1000,163513000,163513,59682245,0.3,2303697,691109
BWA,Botswana,Sub-Saharan Africa,Total Population,2050,1000,3509.819,3509819,47,1000,164961493,164961.493,60210944.95,0.3,2303697,691109
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2019,1000,20321.378,20321378,47,1000,955104766,955104.766,348613239.6,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2020,1000,20903.273,20903273,47,1000,982453831,982453.831,358595648.3,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2021,1000,21497.096,21497096,47,1000,1010363512,1010363.512,368782681.9,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2022,1000,22102.838,22102838,47,1000,1038833386,1038833.386,379174185.9,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2023,1000,22720.835,22720835,47,1000,1067879245,1067879.245,389775924.4,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2024,1000,23351.514,23351514,47,1000,1097521158,1097521.158,400595222.7,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2025,1000,23995.149,23995149,47,1000,1127772003,1127772.003,411636781.1,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2026,1000,24651.765,24651765,47,1000,1158632955,1158632.955,422901028.6,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2027,1000,25321.195,25321195,47,1000,1190096165,1190096.165,434385100.2,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2028,1000,26003.233,26003233,47,1000,1222151951,1222151.951,446085462.1,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2029,1000,26697.622,26697622,47,1000,1254788234,1254788.234,457997705.4,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2030,1000,27404.039,27404039,47,1000,1287989833,1287989.833,470116289,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2031,1000,28122.267,28122267,47,1000,1321746549,1321746.549,482437490.4,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2032,1000,28852.045,28852045,47,1000,1356046115,1356046.115,494956832,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2033,1000,29592.937,29592937,47,1000,1390868039,1390868.039,507666834.2,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2034,1000,30344.461,30344461,47,1000,1426189667,1426189.667,520559228.5,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2035,1000,31106.139,31106139,47,1000,1461988533,1461988.533,533625814.5,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2036,1000,31877.597,31877597,47,1000,1498247059,1498247.059,546860176.5,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2037,1000,32658.44,32658440,47,1000,1534946680,1534946.68,560255538.2,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2038,1000,33448.064,33448064,47,1000,1572059008,1572059.008,573801537.9,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2039,1000,34245.783,34245783,47,1000,1609551801,1609551.801,587486407.4,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2040,1000,35051.012,35051012,47,1000,1647397564,1647397.564,601300110.9,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2041,1000,35863.235,35863235,47,1000,1685572045,1685572.045,615233796.4,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2042,1000,36682.082,36682082,47,1000,1724057854,1724057.854,629281116.7,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2043,1000,37507.258,37507258,47,1000,1762841126,1762841.126,643437011,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2044,1000,38338.533,38338533,47,1000,1801911051,1801911.051,657697533.6,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2045,1000,39175.624,39175624,47,1000,1841254328,1841254.328,672057829.7,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2046,1000,40018.243,40018243,47,1000,1880857421,1880857.421,686512958.7,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2047,1000,40865.923,40865923,47,1000,1920698381,1920698.381,701054909.1,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2048,1000,41717.969,41717969,47,1000,1960744543,1960744.543,715671758.2,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2049,1000,42573.601,42573601,47,1000,2000959247,2000959.247,730350125.2,0.3,20321378,6096413
BFA,Burkina Faso,Sub-Saharan Africa,Total Population,2050,1000,43432.184,43432184,47,1000,2041312648,2041312.648,745079116.5,0.3,20321378,6096413
BDI,Burundi,Sub-Saharan Africa,Total Population,2019,1000,11530.58,11530580,47,1000,541937260,541937.26,197807099.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2020,1000,11890.784,11890784,47,1000,558866848,558866.848,203986399.5,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2021,1000,12255.433,12255433,47,1000,576005351,576005.351,210241953.1,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2022,1000,12624.84,12624840,47,1000,593367480,593367.48,216579130.2,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2023,1000,12999.146,12999146,47,1000,610959862,610959.862,223000349.6,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2024,1000,13378.739,13378739,47,1000,628800733,628800.733,229512267.5,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2025,1000,13763.922,13763922,47,1000,646904334,646904.334,236120081.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2026,1000,14154.613,14154613,47,1000,665266811,665266.811,242822386,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2027,1000,14550.631,14550631,47,1000,683879657,683879.657,249616074.8,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2028,1000,14952.174,14952174,47,1000,702752178,702752.178,256504545,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2029,1000,15359.502,15359502,47,1000,721896594,721896.594,263492256.8,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2030,1000,15772.822,15772822,47,1000,741322634,741322.634,270582761.4,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2031,1000,16192.196,16192196,47,1000,761033212,761033.212,277777122.4,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2032,1000,16617.638,16617638,47,1000,781028986,781028.986,285075579.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2033,1000,17049.322,17049322,47,1000,801318134,801318.134,292481118.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2034,1000,17487.424,17487424,47,1000,821908928,821908.928,299996758.7,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2035,1000,17932.084,17932084,47,1000,842807948,842807.948,307624901,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2036,1000,18383.28,18383280,47,1000,864014160,864014.16,315365168.4,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2037,1000,18840.991,18840991,47,1000,885526577,885526.577,323217200.6,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2038,1000,19305.201,19305201,47,1000,907344447,907344.447,331180723.2,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2039,1000,19775.884,19775884,47,1000,929466548,929466.548,339255290,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2040,1000,20252.941,20252941,47,1000,951888227,951888.227,347439202.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2041,1000,20736.265,20736265,47,1000,974604455,974604.455,355730626.1,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2042,1000,21225.652,21225652,47,1000,997605644,997605.644,364126060.1,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2043,1000,21720.888,21720888,47,1000,1020881736,1020881.736,372621833.6,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2044,1000,22221.664,22221664,47,1000,1044418208,1044418.208,381212645.9,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2045,1000,22727.675,22727675,47,1000,1068200725,1068200.725,389893264.6,0.3,11530580,3459174
BDI,Burundi,Sub-Saharan Africa,Total Population,2046,1000,23238.701,23238701,47,1000,1092218947,1092218.947,398659915.7,0.3,11530580,3459174
